polar bear gene ID	BK_SAMN01057691	BK_SRR7813602	BB_SRR7758718	BB_SAMN02256313	BB_SAMN02256315	BB_SAMN02256316	BB_SAMN02256317	BB_SAMN02256318	BB_SAMN02256319	BB_SAMN02256320	BB_SAMN02256321	BB_SAMN02256322	PB_SAMN02261811	PB_SAMN02261819	PB_SAMN02261821	PB_SAMN02261826	PB_SAMN02261840	PB_SAMN02261845	PB_SAMN02261851	PB_SAMN02261853	PB_SAMN02261854	PB_SAMN02261856	PB_SAMN02261858	PB_SAMN02261865	PB_SAMN02261868	PB_SAMN02261870	PB_SAMN02261871	PB_SAMN02261878	PB_SAMN02261880
Uma_R000001	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000002	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2
Uma_R000003	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000004	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000005	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000006	1	1	1	2	2	2	2	1	1	1	2	1	1	1	1	2	2	2	2	2	2	2	1	2	1	1	2	2	2
Uma_R000007	3	3	2	2	2	2	2	3	2	2	2	3	2	2	3	2	2	2	2	3	2	2	2	2	2	3	2	2	2
Uma_R000008	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000009	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1
Uma_R000010	0	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	1	2	2	2
Uma_R000011	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000012	1	2	2	2	2	2	1	1	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2
Uma_R000013	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000014	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3	2	2	2
Uma_R000015	1	2	2	1	2	1	1	1	2	2	2	1	1	1	1	1	2	1	2	1	2	2	2	2	1	1	2	2	2
Uma_R000016	2	2	4	2	3	3	2	2	3	3	4	3	2	2	2	3	3	3	3	3	4	3	3	4	2	3	4	4	3
Uma_R000017	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2
Uma_R000018	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000019	1	0	2	1	3	2	2	1	2	2	3	1	2	2	1	2	2	2	2	2	4	2	3	3	2	2	3	3	3
Uma_R000020	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000021	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000022	3	3	2	3	2	2	3	3	2	2	2	3	3	3	3	2	2	2	2	3	2	2	2	2	3	3	2	2	2
Uma_R000023	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000024	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000025	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000026	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3	2	2	2
Uma_R000027	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2
Uma_R000029	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2
Uma_R000030	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000031	3	3	2	2	2	2	2	3	2	2	2	3	2	2	3	3	2	2	2	3	2	2	2	2	2	2	2	2	2
Uma_R000032	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2
Uma_R000033	4	3	4	3	3	3	3	3	3	3	3	2	2	3	2	3	3	3	3	2	3	2	3	3	2	3	3	4	3
Uma_R000034	3	2	4	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	1	3	3	3	3	2	2	2	3	3
Uma_R000035	1	2	2	1	1	1	1	2	1	2	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Uma_R000036	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000037	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000038	3	2	2	2	2	2	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2
Uma_R000039	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uma_R000040	1	1	1	1	1	0	0	0	0	1	1	1	5	5	2	7	5	17	4	4	6	4	3	3	3	3	4	4	4
Uma_R000041	1	0	1	1	1	0	0	0	1	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1
Uma_R000042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uma_R000043	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1	1	2	2	1
Uma_R000044	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000045	3	2	2	2	4	3	6	2	3	3	2	4	2	2	2	3	3	3	3	2	3	3	3	3	3	3	3	3	3
Uma_R000046	0	0	2	2	3	1	1	1	1	1	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	1	1	3	2
Uma_R000047	2	1	5	2	2	2	1	2	3	2	3	2	2	2	2	3	3	3	3	2	3	3	3	3	3	3	2	3	3
Uma_R000048	4	5	1	4	4	5	3	4	4	4	4	4	4	4	5	3	5	5	4	5	5	5	5	5	6	5	4	3	5
Uma_R000049	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2
Uma_R000050	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000051	1	2	2	2	2	2	1	1	2	2	2	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000052	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000053	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000054	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000055	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000056	0	0	4	2	2	1	1	1	2	1	2	1	1	1	1	2	2	3	2	1	3	3	2	2	2	2	3	2	2
Uma_R000057	1	2	2	2	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2
Uma_R000058	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000059	2	1	4	2	2	2	2	2	2	2	3	2	2	2	2	2	3	2	2	2	2	3	1	2	2	1	2	3	3
Uma_R000060	3	2	3	3	3	3	3	3	3	3	3	2	2	2	3	3	3	3	3	3	2	3	3	3	2	3	3	3	3
Uma_R000061	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2
Uma_R000062	1	2	2	1	2	1	1	1	2	2	2	1	1	1	1	2	1	2	2	1	2	2	2	2	1	1	2	2	2
Uma_R000063	3	4	6	4	6	5	4	5	5	6	4	3	4	5	5	4	4	4	5	5	5	5	5	5	5	5	5	6	5
Uma_R000064	1	2	2	2	2	2	1	1	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2
Uma_R000065	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000066	1	1	2	2	2	2	2	2	3	3	3	2	2	2	2	4	3	3	3	3	3	3	4	3	3	2	3	4	4
Uma_R000067	1	2	2	1	2	2	2	1	2	2	2	2	1	1	1	2	2	2	2	2	3	2	2	2	2	2	2	2	2
Uma_R000069	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000072	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000073	0	2	1	1	2	1	1	1	2	2	2	1	0	0	0	0	1	1	2	1	2	2	2	1	1	1	2	1	1
Uma_R000074	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1
Uma_R000075	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000076	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000077	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000078	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000079	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000080	1	1	1	2	2	1	2	1	1	2	3	1	3	2	2	2	1	2	3	1	1	1	2	3	1	1	1	3	2
Uma_R000081	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000082	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000083	1	1	1	1	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000084	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	1	1	1	1	1	1	2	2	1	1	1	1	1
Uma_R000085	2	2	2	4	3	2	3	2	2	3	4	2	3	4	3	3	2	4	4	2	2	2	4	4	2	2	2	4	5
Uma_R000086	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000087	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000088	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
Uma_R000089	0	1	1	1	1	1	1	0	1	2	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2	1
Uma_R000090	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000091	1	1	1	2	2	1	2	1	1	2	2	1	2	2	1	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000092	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Uma_R000093	1	1	1	2	2	1	2	1	1	2	2	0	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000094	1	1	1	1	1	1	1	0	1	1	1	0	1	2	1	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000095	1	1	1	2	2	1	2	1	1	2	2	1	2	2	1	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000096	0	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000097	0	0	1	1	1	0	1	0	0	1	1	0	1	1	0	1	0	1	1	0	1	0	1	1	0	1	1	1	1
Uma_R000098	1	1	1	1	2	1	1	1	1	2	1	1	2	2	1	1	1	1	2	1	1	1	2	2	1	1	1	2	2
Uma_R000099	1	1	1	2	2	1	1	1	1	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000100	1	1	1	2	2	1	2	1	1	2	2	1	2	2	1	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000101	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000102	1	1	1	2	2	1	2	1	1	2	2	1	2	2	1	2	1	2	2	1	2	1	2	2	1	1	1	2	2
Uma_R000103	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2
Uma_R000104	1	1	1	2	2	1	2	1	1	2	2	1	2	2	1	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000105	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000106	0	1	1	1	2	1	1	0	0	2	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2	1
Uma_R000107	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000108	1	1	1	1	2	1	1	1	1	2	2	1	2	1	1	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000109	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000110	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Uma_R000111	1	1	1	2	2	1	2	1	1	3	3	1	2	2	2	2	1	2	2	1	2	1	3	2	1	1	2	2	2
Uma_R000112	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000113	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000114	1	1	1	1	2	1	2	1	1	2	2	1	2	2	1	1	1	1	2	1	1	1	2	2	1	1	1	2	2
Uma_R000115	1	1	1	1	2	1	1	1	1	2	2	1	2	1	1	1	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000116	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
Uma_R000117	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000118	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000119	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	2	2	2	1	1	1	2	2	1	2	1	2	2
Uma_R000120	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	3	3	1	1	1	3	2
Uma_R000121	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000122	0	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000123	2	2	1	2	2	1	2	2	1	2	2	2	3	3	2	2	2	3	2	1	1	1	2	2	1	1	1	2	2
Uma_R000124	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000125	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
Uma_R000126	1	1	1	2	2	1	2	1	1	2	2	1	1	2	1	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000127	1	1	1	1	2	1	2	1	1	2	2	1	2	2	1	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000128	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	3	2	1	1	1	2	2
Uma_R000129	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000130	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000131	1	1	1	2	2	2	3	2	1	3	3	2	3	3	2	2	1	2	2	1	1	1	2	3	1	1	1	3	3
Uma_R000132	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	2
Uma_R000133	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000134	1	1	1	2	2	1	2	1	1	2	2	1	1	2	1	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000135	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Uma_R000136	1	1	1	2	2	1	2	1	1	2	2	1	2	2	1	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000137	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000138	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000139	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000140	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000141	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000142	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000143	2	1	1	2	1	2	2	2	1	2	2	1	3	2	2	2	1	2	2	1	1	1	2	2	1	2	1	2	2
Uma_R000144	1	1	1	2	2	1	2	1	1	3	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	3	2
Uma_R000145	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000146	0	1	1	1	2	1	2	1	1	2	2	1	2	1	1	2	1	2	2	1	2	1	2	1	1	1	1	2	2
Uma_R000147	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	1	2	2	1	1	1	2	2
Uma_R000148	1	1	1	1	2	1	1	1	1	2	2	1	2	2	1	1	1	2	2	1	1	1	2	1	1	1	1	2	2
Uma_R000149	1	1	1	2	2	1	2	1	1	2	2	1	2	2	3	2	1	2	2	1	1	1	2	2	2	1	1	2	1
Uma_R000151	3	3	2	3	2	3	2	3	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000152	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	3	2	3	2	2	3	3	2
Uma_R000154	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2
Uma_R000155	2	2	2	2	2	2	2	2	3	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000156	3	2	2	3	2	2	2	3	2	2	2	3	2	3	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2
Uma_R000157	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000158	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2
Uma_R000159	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000160	3	3	2	3	2	2	2	3	2	2	2	3	3	3	3	2	2	2	2	3	2	3	2	2	3	2	2	2	2
Uma_R000161	3	2	2	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000162	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	1	1	2	2
Uma_R000163	3	2	2	2	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	3	2	2	2	2	2	3	2	2	2
Uma_R000164	3	3	2	3	2	3	2	3	3	2	2	3	3	3	3	3	3	2	3	3	2	2	3	3	3	3	3	2	2
Uma_R000165	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000166	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000167	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000168	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000169	3	2	2	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	2	3	2	2	2	2	2	3	2	2	2
Uma_R000170	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000171	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000172	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000173	3	3	2	3	2	2	2	3	2	2	2	3	3	2	3	2	2	2	2	3	2	2	2	2	2	3	2	2	2
Uma_R000174	4	3	2	2	3	3	3	3	3	2	3	3	3	3	4	3	3	3	2	3	3	3	3	3	3	4	3	3	3
Uma_R000175	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000176	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000177	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000178	1	1	2	1	2	1	1	1	2	2	2	1	1	1	1	1	1	1	2	1	2	2	2	2	1	2	2	2	2
Uma_R000179	3	2	2	2	3	2	3	2	3	2	3	3	2	2	2	2	3	2	2	2	2	2	3	3	3	3	3	2	2
Uma_R000180	3	2	2	3	3	3	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2
Uma_R000181	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2
Uma_R000182	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000183	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000184	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2
Uma_R000185	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000187	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000188	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2
Uma_R000189	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2
Uma_R000190	1	2	3	1	2	2	1	1	1	2	2	1	1	2	1	2	1	2	2	1	2	2	2	2	1	2	2	2	2
Uma_R000191	2	2	2	1	2	2	1	1	1	2	2	2	2	1	1	2	2	2	2	1	2	2	2	2	2	1	2	2	2
Uma_R000192	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000193	3	2	2	2	2	2	2	3	2	2	2	3	2	2	3	2	2	2	2	3	2	2	2	2	2	3	2	2	2
Uma_R000194	1	2	2	1	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2
Uma_R000195	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000196	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2
Uma_R000197	3	2	2	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000198	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000199	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000200	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	3	2	2
Uma_R000201	3	2	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000202	3	2	2	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	3	2	2	2
Uma_R000203	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000204	3	3	2	3	2	2	3	3	2	2	2	3	3	3	3	2	2	2	2	3	2	2	2	2	2	3	2	2	2
Uma_R000205	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2
Uma_R000206	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000207	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000209	3	2	2	2	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	3	2	2	2	2	2	3	2	2	2
Uma_R000210	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2
Uma_R000211	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000212	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2
Uma_R000213	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000214	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000215	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
