polar bear gene ID	BK_SAMN01057691	BK_SRR7813602	BB_SRR7758718	BB_SAMN02256313	BB_SAMN02256315	BB_SAMN02256316	BB_SAMN02256317	BB_SAMN02256318	BB_SAMN02256319	BB_SAMN02256320	BB_SAMN02256321	BB_SAMN02256322	PB_SAMN02261811	PB_SAMN02261819	PB_SAMN02261821	PB_SAMN02261826	PB_SAMN02261840	PB_SAMN02261845	PB_SAMN02261851	PB_SAMN02261853	PB_SAMN02261854	PB_SAMN02261856	PB_SAMN02261858	PB_SAMN02261865	PB_SAMN02261868	PB_SAMN02261870	PB_SAMN02261871	PB_SAMN02261878	PB_SAMN02261880
Uma_R000834	3	3	2	2	2	2	2	3	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000835	3	3	2	2	2	2	2	3	2	2	2	3	3	3	3	2	2	2	2	3	1	2	2	2	2	2	2	2	2
Uma_R000836	3	3	2	3	2	2	2	3	2	2	2	3	2	2	3	2	2	2	2	2	1	2	2	2	2	2	2	2	2
Uma_R000837	3	2	2	2	2	2	2	3	2	2	2	3	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000838	2	2	2	2	2	2	2	3	3	2	2	3	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000839	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000840	3	2	2	2	2	2	2	3	2	2	2	3	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000841	3	2	1	2	2	2	3	3	2	2	2	2	2	2	3	2	2	2	2	2	1	2	3	2	2	2	2	2	1
Uma_R000842	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3	2	2	2	2	2	3	2	2	2
Uma_R000843	3	2	2	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000844	2	2	2	2	2	2	2	2	3	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000845	3	2	2	2	2	2	2	3	2	2	2	3	2	2	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2
Uma_R000846	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000847	3	2	2	2	2	2	2	3	2	2	2	3	2	2	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2
Uma_R000848	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000849	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000850	3	2	2	2	2	2	3	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	3	2	2	2
Uma_R000851	3	2	2	3	2	2	2	3	2	2	2	3	3	3	3	2	2	2	2	3	2	2	2	2	2	3	2	2	2
Uma_R000852	3	3	2	2	2	2	3	3	3	2	2	2	2	2	3	3	2	2	2	3	2	2	2	2	2	3	2	2	2
Uma_R000853	2	2	1	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2
Uma_R000854	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	2
Uma_R000855	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	2	3	2	2	2	2	2	2	2	2
Uma_R000856	1	1	2	1	2	1	2	1	1	1	2	1	2	2	2	2	2	2	2	2	3	2	2	2	1	3	2	2	2
Uma_R000857	1	1	2	2	3	2	3	2	2	2	2	1	1	2	1	2	2	3	2	2	4	2	3	2	1	3	2	2	4
Uma_R000858	3	3	2	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	2	3	2	2	2	2	2	3	2	2	2
Uma_R000859	3	2	2	2	2	2	3	3	2	2	2	3	2	2	3	2	2	2	2	3	2	2	2	2	2	3	2	2	2
Uma_R000860	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000861	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000862	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	1	2	2	2	1	2
Uma_R000863	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2
Uma_R000864	2	2	2	2	3	2	3	3	2	3	2	2	2	2	3	2	2	2	2	3	2	2	2	2	2	3	3	2	2
Uma_R000865	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000866	1	2	2	2	1	1	1	2	1	1	2	1	1	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2
Uma_R000867	1	2	2	1	1	1	1	2	1	1	2	1	1	1	2	1	1	3	2	2	3	2	2	2	1	2	2	2	2
Uma_R000868	0	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	1	3	2	2	2	2	2	2	2	2
Uma_R000869	2	2	2	3	2	3	2	3	3	2	2	3	3	3	3	3	3	2	2	2	2	2	2	2	3	2	2	2	2
Uma_R000870	3	2	2	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	2	2	1	2	2	2	2	2	2	2	2
Uma_R000871	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000872	3	3	2	3	2	3	2	3	3	2	2	3	2	3	4	3	2	2	2	2	1	2	2	2	3	2	2	2	2
Uma_R000873	3	3	2	2	2	2	2	3	2	2	2	3	3	2	3	2	2	2	2	3	1	2	2	2	2	2	2	2	2
Uma_R000874	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000875	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000876	3	3	2	2	2	2	2	2	2	2	2	3	3	2	3	2	2	2	2	3	2	2	2	2	2	3	2	2	2
Uma_R000877	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000878	3	2	2	2	2	3	2	3	3	2	2	3	2	2	3	3	2	2	2	3	2	2	2	2	2	3	2	2	2
Uma_R000879	4	3	2	3	2	3	3	3	3	2	2	3	3	3	4	3	2	2	2	3	2	2	2	2	3	3	2	2	2
Uma_R000880	3	3	2	3	3	2	2	3	2	3	2	2	3	3	3	2	2	3	2	3	2	2	2	2	3	2	2	2	2
Uma_R000881	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000883	3	3	2	3	2	3	2	3	3	2	2	3	3	3	3	3	3	2	2	2	1	2	2	2	3	2	2	2	2
Uma_R000884	2	1	2	2	2	2	1	2	1	2	1	2	2	2	1	1	2	2	2	2	2	2	1	2	2	2	1	1	1
Uma_R000885	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	2	1	1
Uma_R000886	3	2	2	2	2	2	2	3	2	2	2	3	2	2	3	2	2	2	2	3	2	2	2	2	2	3	2	2	2
Uma_R000887	3	2	2	2	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	2	3	2	2	2
Uma_R000888	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1
Uma_R000889	3	2	2	2	2	2	2	3	2	2	2	3	2	2	3	2	2	2	2	3	2	2	2	2	2	3	2	2	2
Uma_R000890	3	2	2	2	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2
Uma_R000891	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000892	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Uma_R000893	2	2	2	2	2	2	2	3	3	2	2	3	2	2	3	3	2	2	3	2	2	2	2	2	2	2	2	2	2
Uma_R000894	1	1	1	1	2	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	2	2	2	2	1	1	2	2	2
Uma_R000895	1	2	3	1	2	2	2	1	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	1	1	2	2	2
Uma_R000896	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2
Uma_R000897	0	1	2	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0
Uma_R000898	3	3	2	2	2	2	2	3	2	2	2	3	2	2	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2
Uma_R000899	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000900	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000901	4	3	2	2	2	2	1	2	2	2	2	2	2	2	3	2	2	2	2	2	2	1	1	2	2	1	1	2	2
Uma_R000902	3	2	2	2	2	2	2	3	3	2	2	3	2	2	3	2	2	2	2	3	2	2	2	2	2	3	2	2	2
Uma_R000903	3	3	2	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2
Uma_R000904	3	3	2	2	2	2	2	3	2	2	2	3	3	2	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2
Uma_R000905	5	4	3	4	3	4	4	4	3	4	4	4	4	4	4	3	4	4	4	4	4	4	4	5	5	3	3	4	4
Uma_R000906	0	1	2	1	1	1	1	1	2	2	2	1	1	1	1	2	1	1	2	1	2	2	1	2	1	1	1	2	2
Uma_R000907	2	2	2	2	2	2	3	2	2	2	3	2	2	2	2	2	2	2	2	2	3	2	3	2	2	3	3	2	2
Uma_R000908	3	2	2	2	2	2	2	3	2	2	2	3	2	2	3	2	2	2	2	3	2	2	2	2	2	3	2	2	2
Uma_R000909	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000910	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000911	3	3	2	3	2	3	3	3	3	2	2	3	2	2	3	3	2	2	2	3	2	2	2	2	3	2	2	2	2
Uma_R000912	3	2	2	2	2	2	2	3	2	2	2	3	2	2	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2
Uma_R000913	3	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000914	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000915	3	3	2	2	2	2	2	3	2	2	2	3	2	2	3	2	2	2	2	3	2	2	2	2	2	3	2	2	2
Uma_R000916	3	3	2	2	2	2	3	3	2	2	3	2	3	3	2	2	2	2	2	3	2	2	2	2	2	3	3	2	2
Uma_R000917	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000918	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3	2	2	2
Uma_R000919	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000920	3	2	2	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000921	2	2	2	2	2	3	2	3	2	2	2	3	3	3	3	3	2	2	2	2	3	2	2	2	3	3	3	2	2
Uma_R000923	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000924	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Uma_R000925	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000926	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000927	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	3	2	2	2
Uma_R000928	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000929	3	2	2	2	3	3	3	2	3	3	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000930	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000931	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000932	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2
Uma_R000933	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	3
Uma_R000934	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2
Uma_R000935	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000936	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000937	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2
Uma_R000938	3	2	2	2	2	2	2	3	3	2	2	3	2	2	3	3	2	2	2	3	2	2	2	2	2	2	2	2	2
Uma_R000939	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000940	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	3	2	2	3	2	2	2
Uma_R000941	2	1	8	2	2	2	2	1	2	2	2	1	2	2	2	2	2	3	2	2	3	2	3	3	2	3	3	3	3
Uma_R000942	3	2	2	2	2	2	2	3	2	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000943	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Uma_R000947	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000948	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000949	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000950	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2
Uma_R000951	3	2	2	3	3	3	3	3	3	2	2	3	3	3	3	3	2	3	2	3	2	2	2	3	3	3	3	2	2
Uma_R000952	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2
Uma_R000953	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000954	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000955	1	1	3	1	1	2	1	2	1	2	1	1	1	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1
Uma_R000956	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000957	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000958	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000959	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2
Uma_R000961	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000962	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000963	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
Uma_R000964	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	1
Uma_R000965	1	2	2	2	2	1	2	1	2	2	2	1	1	1	1	2	1	1	2	2	2	2	2	2	1	2	2	2	2
Uma_R000966	1	2	2	2	2	1	1	1	2	2	2	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000967	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000968	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000969	3	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2
Uma_R000970	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	1	2	2	2	2
Uma_R000971	1	1	2	1	2	1	1	1	2	2	2	1	1	1	1	1	2	2	2	2	2	2	2	2	1	2	2	2	2
Uma_R000972	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	1
Uma_R000973	1	2	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	2	2	2	1
Uma_R000974	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000975	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000976	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000977	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000978	0	1	2	1	2	1	1	1	2	2	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	2	2
Uma_R000979	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000980	6	4	3	3	3	3	3	3	4	3	4	2	2	3	3	3	4	4	3	3	3	4	5	4	3	4	4	4	4
Uma_R000981	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000982	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000983	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000984	1	1	1	1	3	1	2	1	1	2	2	2	1	1	1	1	2	1	2	1	2	1	2	1	1	2	2	1	1
Uma_R000985	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3	3	2	2
Uma_R000986	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	2	2	1	1
Uma_R000987	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2
Uma_R000988	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000989	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	1	2	2	2
Uma_R000990	1	2	2	1	2	1	1	1	2	2	2	1	1	1	1	2	1	2	2	1	2	2	2	2	1	1	2	2	2
Uma_R000991	0	1	1	0	1	1	1	1	1	2	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0
Uma_R000992	1	2	2	1	2	2	1	1	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2
Uma_R000993	1	1	4	2	2	2	1	1	2	2	3	1	2	1	2	2	2	2	3	2	2	2	2	2	2	2	3	3	3
Uma_R000994	2	2	2	2	3	2	2	2	2	3	3	2	3	2	2	3	2	2	2	2	3	3	3	2	3	2	3	3	3
Uma_R000995	1	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	2
Uma_R000996	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000997	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R000998	3	2	2	2	2	2	2	3	2	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R001000	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R001001	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R001002	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R001003	1	2	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	2	1	2	2
Uma_R001004	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3	3	2	2
Uma_R001005	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R001006	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2
Uma_R001007	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R001008	3	2	2	2	2	2	3	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R001009	3	2	2	2	2	2	2	3	2	2	2	3	2	2	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2
Uma_R001010	1	2	2	1	2	2	1	1	2	2	2	1	1	1	1	2	1	2	2	2	2	2	2	2	1	1	2	2	2
Uma_R001011	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R001012	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R001013	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R001014	3	2	2	3	2	3	2	2	3	2	2	2	2	2	3	2	2	2	2	2	1	2	2	2	2	2	2	2	2
Uma_R001015	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R001016	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R001017	3	2	2	2	2	3	3	3	2	2	2	3	3	2	3	2	3	3	2	2	2	2	3	3	3	3	2	3	3
Uma_R001018	3	3	2	2	2	2	2	3	2	2	2	3	2	2	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2
Uma_R001019	3	2	2	2	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2
Uma_R001020	3	3	2	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2
Uma_R001021	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R001022	3	3	2	2	3	2	2	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R001023	3	2	2	2	2	2	2	2	3	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	3	2	2	2
Uma_R001024	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R001025	3	2	2	2	2	3	2	3	2	2	2	2	3	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R001026	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R001027	3	3	2	3	2	2	3	3	3	2	3	2	3	2	3	3	3	2	2	3	2	2	2	2	2	3	3	2	2
Uma_R001028	3	2	2	2	2	2	2	3	3	2	2	3	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R001029	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R001030	3	3	2	2	2	2	2	3	2	2	2	3	3	2	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2
Uma_R001031	3	2	2	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R001032	3	3	2	2	2	3	2	3	3	2	2	3	2	2	3	3	2	2	2	3	2	2	2	2	2	3	2	2	2
Uma_R001033	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R001034	3	2	2	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R001035	3	2	2	3	2	2	2	3	2	2	2	3	3	2	3	3	2	2	2	2	2	2	2	2	2	3	2	2	2
Uma_R001036	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R001037	3	2	2	2	2	2	2	3	3	2	2	3	2	3	3	2	2	2	2	3	2	2	2	2	2	3	2	2	2
Uma_R001038	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2
Uma_R001039	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2
Uma_R001040	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	3	2	2	3	3	2	2	3	3	2	3	2	2
Uma_R001041	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R001042	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R001043	3	3	2	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	2	3	2	2	2	2	2	3	2	2	2
Uma_R001044	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2
Uma_R001045	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2
Uma_R001046	3	3	2	2	2	2	2	3	2	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
Uma_R001047	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	3	2	2	3	2	3	3	2	2
